##NAMES=Hemimorphite
##RRUFFID=R070536
##IDEAL CHEMISTRY=Zn_4_Si_2_O_7_(OH)_2_&#183;H_2_O
##LOCALITY=Potosi mine, Santa Eulalia District, Chihuahua, Mexico
##OWNER=RRUFF
##SOURCE=James Shigley
##DESCRIPTION=Colorless striated thin tabular crystals in fan-shaped aggregates
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R070536
##MEASURED CHEMISTRY=Zn_4.00_Si_2.00_O_7_(OH)_2_·H_2_O; total H_2_O estimated by difference, (OH) by charge balance
680.1731, 977.6865
680.6552, 930.9878
681.1373, 868.5828
681.6194, 796.8870
682.1016, 735.4431
682.5837, 688.1494
683.0658, 644.0696
683.5479, 594.4751
684.0300, 540.0784
684.5121, 487.6377
684.9943, 433.2434
685.4764, 392.4624
685.9585, 372.2666
686.4406, 358.4534
686.9227, 347.9402
687.4048, 336.8862
687.8870, 321.3252
688.3691, 297.9978
688.8512, 274.7705
689.3333, 254.7007
689.8154, 238.7629
690.2975, 232.8591
690.7797, 233.9851
691.2618, 225.2063
691.7439, 195.6729
692.2260, 157.4873
692.7081, 136.4182
693.1902, 134.4421
693.6724, 136.9102
694.1545, 148.0300
694.6366, 154.8677
695.1187, 148.8320
695.6008, 134.6040
696.0829, 118.7349
696.5651, 99.15796
697.0472, 85.43579
697.5293, 83.85986
698.0114, 85.46777
698.4935, 87.01587
698.9756, 85.94604
699.4578, 74.94067
699.9399, 52.23804
700.4220, 33.27295
700.9041, 42.21729
701.3862, 71.79712
701.8683, 80.72534
702.3505, 66.53101
702.8326, 54.39771
703.3147, 55.03003
703.7968, 60.31982
704.2789, 58.53955
704.7611, 48.03931
705.2432, 41.73438
705.7253, 45.99854
706.2075, 46.40967
706.6896, 32.59351
707.1717, 16.93311
707.6538, 12.55029
708.1359, 20.33813
708.6180, 31.94775
709.1002, 45.28784
709.5823, 56.63452
710.0644, 60.18945
710.5465, 57.58569
711.0286, 54.57397
711.5107, 52.43066
711.9929, 47.21265
712.4750, 34.12720
712.9571, 16.01245
713.4392, 10.91919
713.9213, 30.24365
714.4034, 36.37744
714.8856, 7.725586
715.3677, 18.10425
715.8498, 16.36816
716.3319, 4.785156
716.8140, 25.34863
717.2961, 45.17993
717.7783, 54.87280
718.2604, 36.63379
718.7425, 15.03882
719.2246, 22.85156
719.7067, 52.43579
720.1888, 72.11865
720.6710, 66.08813
721.1531, 46.65161
721.6352, 28.74487
722.1173, 12.85034
722.5994, 9.722656
723.0815, 23.82300
723.5637, 31.47485
724.0458, 18.66992
724.5279, 3.508545
725.0100, 18.10620
725.4921, 26.19067
725.9742, 20.52612
726.4564, 15.70337
726.9385, 46.16406
727.4206, 56.74341
727.9027, 54.87622
728.3848, 45.43896
728.8669, 31.44751
729.3491, 23.24731
729.8312, 34.72485
730.3133, 49.81177
730.7954, 44.39868
731.2775, 24.58057
731.7596, 8.887939
732.2418, 1.770264
732.7239, 0.6870120
733.2060, 4.433105
733.6881, 11.32056
734.1702, 12.22266
734.6523, 3.840820
735.1345, 1.134033
735.6166, 1.426025
736.0987, 2.468506
736.5808, 14.65405
737.0629, 30.11133
737.5450, 35.99536
738.0272, 25.46582
738.5093, 18.12695
738.9914, 23.23560
739.4735, 29.84668
739.9556, 27.34692
740.4377, 19.21826
740.9199, 14.44775
741.4020, 16.70288
741.8841, 23.32788
742.3662, 37.31323
742.8483, 52.94800
743.3304, 42.65967
743.8126, 5.944580
744.2947, 14.01685
744.7768, 2.356445
745.2589, 33.19702
745.7410, 50.58716
746.2231, 53.93823
746.7053, 50.84839
747.1874, 33.20605
747.6695, 20.75684
748.1516, 19.25220
748.6337, 22.63403
749.1158, 28.65308
749.5980, 35.73706
750.0801, 39.18823
750.5622, 34.77295
751.0443, 29.27979
751.5264, 29.15967
752.0085, 29.76465
752.4907, 19.94189
752.9728, 3.156006
753.4549, 0.2495120
753.9370, 23.14551
754.4191, 55.18237
754.9012, 60.82422
755.3834, 42.24585
755.8655, 34.02271
756.3476, 39.51611
756.8297, 49.01294
757.3118, 60.97510
757.7939, 71.08887
758.2761, 70.34204
758.7582, 52.83594
759.2403, 45.19873
759.7224, 59.11401
760.2045, 68.18945
760.6866, 58.81006
761.1688, 44.59253
761.6509, 39.49805
762.1330, 44.87402
762.6151, 54.52905
763.0972, 72.87109
763.5793, 87.12207
764.0615, 83.11597
764.5436, 68.98633
765.0257, 57.63232
765.5078, 50.62012
765.9899, 45.15161
766.4720, 39.51147
766.9542, 34.09863
767.4363, 30.19189
767.9184, 25.51416
768.4005, 23.72852
768.8826, 27.73950
769.3647, 37.69922
769.8469, 55.83740
770.3290, 77.24316
770.8111, 92.67139
771.2932, 100.3596
771.7753, 105.6658
772.2574, 112.0837
772.7396, 114.2878
773.2217, 102.3618
773.7038, 87.11108
774.1859, 86.14087
774.6680, 99.70630
775.1501, 106.5730
775.6323, 89.72974
776.1144, 67.78760
776.5965, 53.20386
777.0786, 45.76343
777.5607, 47.48071
778.0428, 57.34351
778.5250, 69.80249
779.0071, 81.79980
779.4892, 90.69312
779.9713, 87.02124
780.4534, 71.19775
780.9355, 69.65479
781.4177, 89.25098
781.8998, 102.6624
782.3819, 90.64990
782.8640, 64.95557
783.3461, 55.15796
783.8282, 69.51343
784.3104, 79.79590
784.7925, 81.96973
785.2746, 83.23242
785.7567, 86.90845
786.2388, 89.08301
786.7209, 82.81641
787.2031, 69.00220
787.6852, 60.55884
788.1673, 66.40503
788.6494, 74.95679
789.1315, 79.63525
789.6136, 81.80420
790.0958, 83.23389
790.5779, 84.18066
791.0600, 84.19263
791.5421, 83.01978
792.0242, 80.63037
792.5063, 74.75732
792.9885, 67.00195
793.4706, 71.30786
793.9527, 89.73633
794.4348, 92.90698
794.9169, 62.74805
795.3990, 20.58643
795.8812, 1.590820
796.3633, 8.156738
796.8454, 19.94678
797.3275, 46.71558
797.8096, 62.97314
798.2917, 53.37842
798.7739, 36.85864
799.2560, 25.30688
799.7381, 19.71094
800.2202, 23.24365
800.7023, 50.65527
801.1844, 68.86035
801.6666, 59.51782
802.1487, 40.48242
802.6308, 26.15967
803.1129, 18.39087
803.5950, 20.10742
804.0771, 33.42627
804.5593, 45.31177
805.0414, 41.60840
805.5235, 28.03613
806.0056, 12.05591
806.4877, 3.944580
806.9698, 11.95312
807.4520, 9.172119
807.9341, 3.481445
808.4162, 28.21924
808.8983, 61.06079
809.3804, 73.18091
809.8625, 60.26782
810.3447, 47.73169
810.8268, 40.64453
811.3089, 34.44482
811.7910, 25.41626
812.2731, 14.61670
812.7552, 7.061035
813.2374, 1.714355
813.7195, 1.415527
814.2016, 14.82886
814.6837, 23.95142
815.1658, 14.77710
815.6479, 1.307373
816.1301, 7.480469
816.6122, 0.9079590
817.0943, 7.171143
817.5764, 11.27856
818.0585, 15.06982
818.5406, 24.81592
819.0228, 34.58008
819.5049, 32.91431
819.9870, 20.17236
820.4691, 7.903320
820.9512, 3.836914
821.4333, 4.060791
821.9155, 0.8686520
822.3976, 3.648438
822.8797, 4.349365
823.3618, 25.52100
823.8439, 30.90430
824.3260, 3.203613
824.8082, 32.77930
825.2903, 33.44189
825.7724, 4.482178
826.2545, 17.91943
826.7366, 4.915283
827.2188, 22.88892
827.7009, 24.35669
828.1830, 17.48682
828.6651, 5.450195
829.1472, 9.728027
829.6293, 13.51978
830.1115, 10.59033
830.5936, 22.68799
831.0757, 7.363525
831.5578, 11.17090
832.0399, 19.28613
832.5220, 18.96460
833.0042, 14.18872
833.4863, 5.581055
833.9684, 0.0000000E+00
834.4505, 3.974854
834.9326, 10.37720
835.4147, 12.76782
835.8969, 12.78516
836.3790, 13.19873
836.8611, 14.91968
837.3432, 19.62817
837.8253, 31.06226
838.3074, 40.10352
838.7896, 24.13867
839.2717, 9.262695
839.7538, 23.92798
840.2359, 16.11450
840.7180, 3.936035
841.2001, 3.930420
841.6823, 6.957764
842.1644, 2.845947
842.6465, 9.087646
843.1286, 15.06006
843.6107, 15.55469
844.0928, 7.552734
844.5750, 17.21875
845.0571, 40.28369
845.5392, 39.86401
846.0213, 19.77075
846.5034, 13.60107
846.9855, 40.70215
847.4677, 52.23633
847.9498, 28.64478
848.4319, 6.443359
848.9140, 10.65845
849.3961, 27.18311
849.8782, 29.07788
850.3604, 10.22461
850.8425, 3.0273000E-02
851.3246, 23.70337
851.8067, 45.46411
852.2888, 34.40308
852.7709, 10.31152
853.2531, 1.312988
853.7352, 8.526611
854.2173, 15.83398
854.6994, 12.23242
855.1815, 8.192871
855.6636, 18.80298
856.1458, 37.10205
856.6279, 50.19482
857.1100, 56.52588
857.5921, 54.17114
858.0742, 42.41968
858.5563, 29.44897
859.0385, 25.96167
859.5206, 29.82544
860.0027, 27.04468
860.4848, 16.84155
860.9669, 16.79199
861.4490, 32.78564
861.9312, 51.28271
862.4133, 62.60596
862.8954, 67.82886
863.3775, 70.89209
863.8596, 73.87988
864.3417, 66.52344
864.8239, 34.74316
865.3060, 16.58447
865.7881, 41.94482
866.2702, 78.81152
866.7523, 83.25659
867.2344, 55.31421
867.7166, 42.01709
868.1987, 56.96045
868.6808, 73.14185
869.1629, 92.28662
869.6450, 103.3860
870.1271, 90.65576
870.6093, 64.82422
871.0914, 51.55273
871.5735, 59.84180
872.0556, 69.00537
872.5377, 61.68237
873.0198, 56.41724
873.5020, 78.59668
873.9841, 108.6035
874.4662, 110.2637
874.9483, 81.31763
875.4304, 53.11011
875.9125, 45.69165
876.3947, 49.50171
876.8768, 57.65649
877.3589, 66.07910
877.8410, 62.40625
878.3231, 48.65601
878.8052, 40.58887
879.2874, 45.33911
879.7695, 58.38843
880.2516, 77.91577
880.7337, 101.0410
881.2158, 105.9082
881.6979, 92.62598
882.1801, 89.86914
882.6622, 103.5300
883.1443, 117.1057
883.6264, 118.0381
884.1085, 110.0327
884.5906, 109.4412
885.0728, 118.1296
885.5549, 124.5493
886.0370, 128.9775
886.5191, 131.7324
887.0012, 129.5166
887.4833, 128.5586
887.9655, 137.3948
888.4476, 155.9998
888.9297, 171.7402
889.4118, 190.7183
889.8939, 196.3179
890.3760, 172.2114
890.8582, 150.0813
891.3403, 146.8379
891.8224, 157.7754
892.3045, 176.4209
892.7866, 203.9802
893.2687, 224.8284
893.7509, 232.4651
894.2330, 235.8655
894.7151, 237.9553
895.1972, 238.8655
895.6793, 236.5864
896.1614, 232.9070
896.6436, 233.7544
897.1257, 241.0051
897.6078, 251.6270
898.0899, 264.5815
898.5720, 282.1875
899.0541, 310.3564
899.5363, 342.7141
900.0184, 366.8254
900.5005, 379.4880
900.9826, 388.4094
901.4647, 399.3955
901.9468, 410.8401
902.4290, 415.5894
902.9111, 419.3215
903.3932, 440.4622
903.8753, 476.8020
904.3574, 504.5486
904.8395, 512.5869
905.3217, 516.6819
905.8038, 537.8416
906.2859, 572.2227
906.7680, 604.5107
907.2501, 635.2434
907.7322, 671.0779
908.2144, 713.6453
908.6965, 754.6460
909.1786, 786.2297
909.6607, 817.2529
910.1428, 871.6909
910.6249, 952.0713
911.1071, 1023.931
911.5892, 1083.810
912.0713, 1147.909
912.5534, 1220.043
913.0355, 1302.678
913.5176, 1399.098
913.9998, 1508.793
914.4819, 1628.702
914.9640, 1764.298
915.4461, 1895.540
915.9282, 2007.441
916.4103, 2136.225
916.8925, 2302.421
917.3746, 2494.357
917.8567, 2692.626
918.3388, 2894.372
918.8209, 3124.146
919.3030, 3398.965
919.7852, 3678.543
920.2673, 3953.019
920.7494, 4232.198
921.2315, 4515.757
921.7136, 4810.736
922.1957, 5132.440
922.6779, 5487.837
923.1600, 5844.725
923.6421, 6190.348
924.1242, 6542.826
924.6063, 6900.894
925.0884, 7276.473
925.5706, 7691.863
926.0527, 8137.982
926.5348, 8583.946
927.0169, 9025.511
927.4990, 9452.690
927.9811, 9865.232
928.4633, 10255.26
928.9454, 10636.67
929.4275, 10983.85
929.9096, 11280.97
930.3917, 11511.06
930.8738, 11611.52
931.3560, 11539.50
931.8381, 11339.58
932.3202, 11034.61
932.8023, 10635.40
933.2844, 10137.13
933.7665, 9557.016
934.2487, 8931.112
934.7308, 8271.731
935.2129, 7606.013
935.6950, 6937.150
936.1771, 6289.788
936.6592, 5700.272
937.1414, 5162.471
937.6235, 4668.731
938.1056, 4218.042
938.5877, 3814.700
939.0698, 3459.190
939.5519, 3145.293
940.0341, 2870.305
940.5162, 2628.373
940.9983, 2404.673
941.4804, 2199.724
941.9625, 2020.143
942.4446, 1865.429
942.9268, 1720.623
943.4089, 1574.717
943.8910, 1437.970
944.3731, 1333.446
944.8552, 1256.600
945.3373, 1176.512
945.8195, 1092.269
946.3016, 1020.473
946.7837, 966.8049
947.2658, 912.4497
947.7479, 839.3076
948.2300, 758.3398
948.7122, 705.5791
949.1943, 682.4387
949.6764, 646.2852
950.1585, 592.1777
950.6406, 549.0251
951.1228, 531.1133
951.6049, 515.7058
952.0870, 475.5344
952.5692, 417.0730
953.0513, 379.6665
953.5334, 367.5530
954.0155, 356.2627
954.4976, 344.8977
954.9797, 332.4678
955.4619, 319.3242
955.9440, 302.1379
956.4261, 274.3193
956.9082, 236.7075
957.3903, 217.2520
957.8724, 228.1301
958.3546, 224.0972
958.8367, 188.8044
959.3188, 157.2593
959.8009, 151.4617
960.2830, 158.7996
960.7651, 155.8330
961.2473, 140.4819
961.7294, 134.1741
962.2115, 145.6277
962.6936, 150.5967
963.1757, 145.8933
963.6578, 132.6304
964.1400, 102.8362
964.6221, 68.00073
965.1042, 55.28052
965.5863, 72.78711
966.0684, 80.50488
966.5505, 70.11230
967.0327, 61.32031
967.5148, 57.66309
967.9969, 57.13623
968.4790, 60.78955
968.9611, 65.84814
969.4432, 65.28931
969.9254, 57.66943
970.4075, 48.02222
970.8896, 27.87109
971.3717, 17.56177
971.8538, 30.52246
972.3359, 49.25366
972.8181, 63.51929
973.3002, 70.67603
973.7823, 62.82788
974.2644, 28.70020
974.7465, 7.604492
975.2286, 18.43872
975.7108, 28.36133
976.1929, 20.98511
976.6750, 8.101807
977.1571, 2.205566
977.6392, 2.767334
978.1213, 0.7629390
978.6035, 11.66992
979.0856, 13.67041
979.5677, 10.39624
980.0498, 33.85840
980.5319, 43.68140
981.0140, 44.82324
981.4962, 42.60645
981.9783, 37.90796
982.4604, 31.28613
982.9425, 21.59009
983.4246, 11.43872
983.9067, 1.400879
984.3889, 8.738281
984.8710, 24.04565
985.3531, 36.56714
985.8352, 32.44873
986.3173, 13.37915
986.7994, 0.5273440
987.2816, 1.096680
987.7637, 3.474365
988.2458, 1.962402
988.7279, 1.430176
989.2100, 8.878662
989.6921, 15.14429
990.1743, 10.74805
990.6564, 3.462402
991.1385, 13.50513
991.6206, 16.00415
992.1027, 10.96094
992.5848, 11.86255
993.0670, 31.94409
993.5491, 30.25122
994.0312, 17.41333
994.5133, 11.03467
994.9954, 13.13770
995.4775, 14.33887
995.9597, 7.150635
996.4418, 4.179443
996.9239, 20.23877
997.4060, 34.13135
997.8881, 24.33838
998.3702, 2.660156
998.8524, 12.36279
999.3345, 17.11279
999.8166, 13.73486
1000.299, 3.973389
1000.781, 19.08398
1001.263, 23.26489
1001.745, 21.76221
1002.227, 15.18213
1002.709, 7.435547
1003.191, 3.077637
1003.674, 3.264648
1004.156, 9.109375
1004.638, 30.25073
1005.120, 43.83276
1005.602, 31.26831
1006.084, 14.22144
1006.566, 11.41260
1007.048, 16.60254
1007.530, 15.27563
1008.013, 5.785645
1008.495, 2.216797
1008.977, 15.36743
1009.459, 28.75708
1009.941, 39.62158
1010.423, 43.22070
1010.905, 30.25806
1011.387, 9.965820
1011.870, 3.518311
1012.352, 7.748047
1012.834, 8.262939
1013.316, 4.050537
1013.798, 0.5666500
1014.280, 0.1840820
1014.762, 1.125000
1015.244, 4.116699
1015.726, 7.010010
1016.209, 7.655029
1016.691, 5.162598
1017.173, 4.217773
1017.655, 34.38208
1018.137, 52.51562
1018.619, 34.49219
1019.101, 12.78809
1019.583, 9.569580
1020.065, 17.42847
1020.548, 26.32568
1021.030, 33.92603
1021.512, 35.32202
1021.994, 23.02563
1022.476, 12.87231
1022.958, 12.13550
1023.440, 13.93652
1023.922, 15.69214
1024.405, 16.35449
1024.887, 13.07202
1025.369, 6.792725
1025.851, 6.569336
1026.333, 20.23071
1026.815, 29.27026
1027.297, 30.99585
1027.779, 27.61353
1028.261, 15.42529
1028.744, 2.060303
1029.226, 3.920410
1029.708, 2.444824
1030.190, 1.932129
1030.672, 7.716064
1031.154, 18.05176
1031.636, 45.79126
1032.118, 63.35034
1032.600, 50.23438
1033.083, 27.22388
1033.565, 16.21509
1034.047, 15.63672
1034.529, 13.43359
1035.011, 4.028564
1035.493, 2.742432
1035.975, 17.96997
1036.457, 31.65161
1036.940, 38.92456
1037.422, 42.24683
1037.904, 43.25806
1038.386, 41.50049
1038.868, 34.46411
1039.350, 16.04980
1039.832, 7.673340
1040.314, 15.20020
1040.797, 23.86670
1041.279, 30.35327
1041.761, 36.30786
1042.243, 45.92114
1042.725, 54.16089
1043.207, 45.49219
1043.689, 12.09888
1044.171, 0.5170900
1044.653, 24.19019
1045.135, 37.54370
1045.618, 24.87354
1046.100, 10.16846
1046.582, 11.53833
1047.064, 20.96411
1047.546, 19.77905
1048.028, 5.796875
1048.510, 5.005127
1048.992, 21.70801
1049.475, 35.85815
1049.957, 46.02026
1050.439, 46.77466
1050.921, 30.85718
1051.403, 10.51025
1051.885, 7.380615
1052.367, 20.00244
1052.849, 26.94775
1053.332, 27.78613
1053.814, 26.58691
1054.296, 23.54712
1054.778, 20.86987
1055.260, 19.25146
1055.742, 20.99487
1056.224, 30.64648
1056.706, 44.47412
1057.188, 48.30115
1057.671, 42.86890
1058.153, 32.01746
1058.635, 15.67029
1059.117, 7.293823
1059.599, 12.29761
1060.081, 23.88110
1060.563, 36.52148
1061.045, 47.58252
1061.527, 49.78308
1062.010, 44.71472
1062.492, 38.83240
1062.974, 32.52319
1063.456, 23.55920
1063.938, 11.73108
1064.420, 2.413086
1064.902, 0.4580080
1065.384, 1.543457
1065.867, 6.899292
1066.349, 14.82385
1066.831, 27.34314
1067.313, 40.50256
1067.795, 41.90808
1068.277, 30.83777
1068.759, 17.53137
1069.241, 7.010010
1069.724, 0.5598140
1070.206, 3.510742
1070.688, 8.671143
1071.170, 5.825195
1071.652, 0.6121830
1072.134, 3.491211
1072.616, 2.153809
1073.098, 1.586182
1073.580, 7.172241
1074.063, 13.19617
1074.545, 20.20996
1075.027, 26.24036
1075.509, 27.27405
1075.991, 27.37024
1076.473, 34.14600
1076.955, 42.63623
1077.437, 40.35205
1077.920, 24.84741
1078.402, 10.05945
1078.884, 2.943359
1079.366, 8.319214
1079.848, 2.685059
1080.330, 15.27173
1080.812, 19.06604
1081.294, 18.09839
1081.776, 20.19067
1082.259, 25.09387
1082.741, 22.60852
1083.223, 2.022217
1083.705, 12.09424
1084.187, 11.25818
1084.669, 31.50232
1085.151, 33.13293
1085.633, 26.17151
1086.115, 16.77869
1086.598, 6.523193
1087.080, 3.965210
1087.562, 13.62305
1088.044, 18.12756
1088.526, 14.91296
1089.008, 12.30005
1089.490, 12.91980
1089.972, 12.33447
1090.455, 5.722046
1090.937, 1.371582
1091.419, 4.135254
1091.901, 23.09180
1092.383, 26.70984
1092.865, 11.28748
1093.347, 3.960327
1093.829, 10.91394
1094.312, 15.61658
1094.794, 9.527222
1095.276, 1.361694
1095.758, 1.359497
1096.240, 8.613403
1096.722, 24.73096
1097.204, 46.46582
1097.686, 48.15039
1098.168, 31.54895
1098.651, 21.36182
1099.133, 25.25586
1099.615, 32.92419
1100.097, 37.54309
1100.579, 36.92786
1101.061, 22.19263
1101.543, 3.288818
1102.025, 1.279175
1102.507, 5.995483
1102.990, 17.49146
1103.472, 29.74548
1103.954, 36.95630
1104.436, 36.58179
1104.918, 31.15063
1105.400, 16.61621
1105.882, 4.077026
1106.364, 6.331055
1106.847, 14.56580
1107.329, 20.06152
1107.811, 21.28198
1108.293, 15.29919
1108.775, 1.842041
1109.257, 3.721436
1109.739, 12.44885
1110.221, 26.39783
1110.703, 26.83398
1111.186, 25.30884
1111.668, 31.94666
1112.150, 39.05115
1112.632, 33.01819
1113.114, 15.61584
1113.596, 7.401733
1114.078, 14.97681
1114.560, 21.04175
1115.042, 23.75195
1115.525, 28.43713
1116.007, 40.65466
1116.489, 48.49756
1116.971, 39.87463
1117.453, 23.16406
1117.935, 17.44006
1118.417, 23.16541
1118.899, 30.79956
1119.382, 41.52930
1119.864, 45.49207
1120.346, 40.66614
1120.828, 31.62354
1121.310, 19.65442
1121.792, 11.76990
1122.274, 18.04285
1122.756, 32.31592
1123.239, 36.67053
1123.721, 32.96655
1124.203, 27.01965
1124.685, 20.47778
1125.167, 20.27014
1125.649, 27.26221
1126.131, 31.77393
1126.613, 26.55908
1127.095, 20.46387
1127.578, 26.63635
1128.060, 35.82947
1128.542, 31.45813
1129.024, 22.76062
1129.506, 29.53357
1129.988, 47.27368
1130.470, 54.62476
1130.952, 44.61169
1131.434, 33.35535
1131.917, 24.16858
1132.399, 22.34607
1132.881, 40.78210
1133.363, 57.05334
1133.845, 48.82166
1134.327, 30.17419
1134.809, 21.61096
1135.291, 24.53784
1135.774, 32.94824
1136.256, 55.19031
1136.738, 65.43848
1137.220, 60.45923
1137.702, 48.17419
1138.184, 21.70190
1138.666, 0.6110840
1139.148, 0.9309080
1139.630, 16.07336
1140.113, 33.80420
1140.595, 54.40234
1141.077, 57.68481
1141.559, 41.67273
1142.041, 25.88599
1142.523, 11.44873
1143.005, 5.805054
1143.487, 12.59167
1143.969, 23.76086
1144.452, 31.75916
1144.934, 36.46277
1145.416, 36.67615
1145.898, 33.62817
1146.380, 28.95911
1146.862, 24.59485
1147.344, 30.41675
1147.826, 44.17493
1148.309, 42.93604
1148.791, 13.27942
1149.273, 15.12488
1149.755, 19.02051
1150.237, 10.10620
1150.719, 11.97070
1151.201, 32.65686
1151.683, 32.24194
1152.166, 19.12219
1152.648, 13.54041
1153.130, 18.21826
1153.612, 18.25659
1154.094, 0.3956300
1154.576, 7.643555
1155.058, 13.21851
1155.540, 32.21973
1156.022, 34.48792
1156.505, 31.87756
1156.987, 30.59619
1157.469, 34.24585
1157.951, 57.29871
1158.433, 106.4969
1158.915, 108.6992
1159.397, 50.51843
1159.879, 16.11890
1160.361, 21.23730
1160.844, 32.41528
1161.326, 34.27563
1161.808, 29.68372
1162.290, 19.95618
1162.772, 10.11487
1163.254, 14.69592
1163.736, 28.80811
1164.218, 38.34326
1164.701, 42.79077
1165.183, 42.89624
1165.665, 39.59912
1166.147, 35.48120
1166.629, 31.57495
1167.111, 29.44788
1167.593, 34.42859
1168.075, 37.97717
1168.557, 29.41809
1169.040, 19.23157
1169.522, 17.92542
1170.004, 23.50171
1170.486, 33.49268
1170.968, 46.24792
1171.450, 51.01050
1171.932, 39.55688
1172.414, 31.44568
1172.896, 31.00391
1173.379, 31.43884
1173.861, 31.66614
1174.343, 31.17017
1174.825, 30.00208
1175.307, 27.15454
1175.789, 18.55896
1176.271, 5.072021
1176.753, 12.79675
1177.236, 43.65002
1177.718, 52.51611
1178.200, 34.70471
1178.682, 24.56921
1179.164, 34.40991
1179.646, 46.91333
1180.128, 47.54431
1180.610, 44.53003
1181.093, 51.70349
1181.575, 63.23694
1182.057, 74.63794
1182.539, 79.86548
1183.021, 57.53491
1183.503, 18.18347
1183.985, 0.3382570
1184.467, 15.12549
1184.949, 32.70264
1185.432, 36.54773
1185.914, 42.53674
1186.396, 64.14661
1186.878, 81.77222
1187.360, 79.41907
1187.842, 70.51721
1188.324, 71.37573
1188.806, 77.78015
1189.288, 73.37134
1189.771, 54.80627
1190.253, 45.00659
1190.735, 44.94946
1191.217, 51.44299
1191.699, 65.88525
1192.181, 76.87427
1192.663, 78.97217
1193.145, 76.39807
1193.628, 73.40601
1194.110, 69.43445
1194.592, 58.70203
1195.074, 47.38293
1195.556, 61.29333
1196.038, 89.60498
1196.520, 95.23376
1197.002, 77.96423
1197.484, 65.11902
1197.967, 67.63525
1198.449, 71.90039
1198.931, 65.88562
1199.413, 62.63611
1199.895, 77.35107
1200.377, 90.00000
1200.859, 79.20142
1201.341, 61.13440
1201.823, 59.21936
1202.306, 70.75244
1202.788, 74.73523
1203.270, 67.28198
1203.752, 66.62439
1204.234, 79.49353
1204.716, 78.85522
1205.198, 54.54797
1205.680, 37.83423
1206.163, 44.43494
1206.645, 60.63916
1207.127, 71.60632
1207.609, 80.58081
1208.091, 90.57214
1208.573, 97.82410
1209.055, 84.95691
1209.537, 59.41931
1210.020, 48.07434
1210.502, 52.51575
1210.984, 58.88879
1211.466, 61.70728
1211.948, 65.70190
1212.430, 81.13904
1212.912, 88.67725
1213.394, 66.18188
1213.876, 43.04736
1214.359, 43.32715
1214.841, 53.53027
1215.323, 56.97070
1215.805, 54.69836
1216.287, 55.90527
1216.769, 62.91919
1217.251, 59.49902
1217.733, 41.28101
1218.215, 25.75513
1218.698, 13.16943
1219.180, 16.74988
1219.662, 45.03638
1220.144, 66.05334
1220.626, 47.30115
1221.108, 13.65637
1221.590, 16.80090
1222.072, 40.58081
1222.555, 44.01526
1223.037, 34.91797
1223.519, 35.01807
1224.001, 43.04700
1224.483, 43.07288
1224.965, 31.69043
1225.447, 26.71558
1225.929, 42.76514
1226.411, 55.26782
1226.894, 47.72913
1227.376, 41.64014
1227.858, 50.48108
1228.340, 63.47302
1228.822, 75.91980
1229.304, 82.33057
1229.786, 69.41187
1230.268, 38.19910
1230.750, 22.79626
1231.233, 25.38660
1231.715, 23.00720
1232.197, 13.83606
1232.679, 8.708496
1233.161, 10.69019
1233.643, 17.19153
1234.125, 26.81653
1234.607, 36.68591
1235.090, 45.10913
1235.572, 49.99219
1236.054, 46.70032
1236.536, 39.60413
1237.018, 35.79236
1237.500, 32.08374
1237.982, 15.77136
1238.464, 8.823608
1238.947, 11.68433
1239.429, 23.31567
1239.911, 49.17834
1240.393, 60.95544
1240.875, 59.35437
1241.357, 36.72327
1241.839, 15.19067
1242.321, 3.673218
1242.803, 3.348877
1243.286, 18.77063
1243.768, 39.53174
1244.250, 32.93127
1244.732, 6.049805
1245.214, 4.966797
1245.696, 2.728882
1246.178, 0.3013920
1246.660, 3.467773
1247.142, 16.66479
1247.625, 41.22693
1248.107, 54.43396
1248.589, 36.25085
1249.071, 18.35217
1249.553, 19.96130
1250.035, 25.24731
1250.517, 24.57605
1250.999, 23.61353
1251.482, 26.13000
1251.964, 30.78650
1252.446, 38.16980
1252.928, 44.23865
1253.410, 38.89294
1253.892, 19.13318
1254.374, 15.88452
1254.856, 27.72339
1255.339, 34.28638
1255.821, 32.77124
1256.303, 29.82544
1256.785, 29.65039
1257.267, 31.10242
1257.749, 34.42908
1258.231, 36.95508
1258.713, 33.80249
1259.195, 28.82300
1259.677, 25.19946
1260.160, 24.12622
1260.642, 27.86926
1261.124, 34.02185
1261.606, 34.84106
1262.088, 28.86804
1262.570, 20.08484
1263.052, 0.1910400
1263.534, 1.230713
1264.017, 0.0000000E+00
##END=



